"","start_station_id","latitude","longitude"
"580",649,41.7798,-87.6348
"581",595,41.7366,-87.6226
"582",586,41.7431,-87.6148
"583",587,41.7433,-87.6228
"584",584,41.7441,-87.599
"585",567,41.7689,-87.6529
"586",411,41.8081,-87.6456
"587",580,41.7517,-87.5528
"588",581,41.7446,-87.5512
"589",675,41.8899,-87.6803
"590",560,41.7868,-87.6662
"591",530,41.8878,-87.7555
"592",384,41.8018,-87.6452
"593",569,41.7592,-87.5958
"594",646,41.7966,-87.6259
"595",579,41.7518,-87.5652
"596",409,41.8162,-87.6348
"597",431,41.7841,-87.6133
"598",392,41.7693,-87.6282
"599",395,41.7571,-87.5758
"600",534,41.8809,-87.7279
"601",648,41.7799,-87.6509
"602",557,41.7941,-87.6755
"603",537,41.8807,-87.741
"604",545,41.8779,-87.7357
"605",529,41.8868,-87.7453
"606",593,41.7875,-87.6449
"607",562,41.7832,-87.6544
"608",566,41.7687,-87.6641
"609",NA,NA,NA
